# file...... ../results/IEEE_123_feeder_0_swing_node.csv
# date...... Mon Nov 18 19:46:57 2024
# user...... ubuntu
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 01:00:00 PST,+142964+0j,+1.55955e+06+842326j
2013-08-28 01:01:00 PST,+142911+0j,+1.55803e+06+841719j
2013-08-28 01:02:00 PST,+142911+0j,+1.55399e+06+840056j
2013-08-28 01:03:00 PST,+142911+0j,+1.55314e+06+839811j
2013-08-28 01:04:00 PST,+142911+0j,+1.55546e+06+840979j
2013-08-28 01:05:00 PST,+142911+0j,+1.55461e+06+840732j
2013-08-28 01:06:00 PST,+142912+0j,+1.55259e+06+839659j
2013-08-28 01:07:00 PST,+142912+0j,+1.55418e+06+840115j
2013-08-28 01:08:00 PST,+142912+0j,+1.55896e+06+841986j
2013-08-28 01:09:00 PST,+142912+0j,+1.56055e+06+842443j
2013-08-28 01:10:00 PST,+142912+0j,+1.55893e+06+841479j
2013-08-28 01:11:00 PST,+142908+0j,+1.55882e+06+841433j
2013-08-28 01:12:00 PST,+142908+0j,+1.56157e+06+842722j
2013-08-28 01:13:00 PST,+142908+0j,+1.56111e+06+842591j
2013-08-28 01:14:00 PST,+142908+0j,+1.55746e+06+841044j
2013-08-28 01:15:00 PST,+142908+0j,+1.55701e+06+840916j
2013-08-28 01:16:00 PST,+142911+0j,+1.55667e+06+841323j
2013-08-28 01:17:00 PST,+142911+0j,+1.55226e+06+840055j
2013-08-28 01:18:00 PST,+142911+0j,+1.5447e+06+837390j
2013-08-28 01:19:00 PST,+142911+0j,+1.54031e+06+836128j
2013-08-28 01:20:00 PST,+142911+0j,+1.53904e+06+836268j
2013-08-28 01:21:00 PST,+142921+0j,+1.54055e+06+836734j
2013-08-28 01:22:00 PST,+142921+0j,+1.54041e+06+836192j
2013-08-28 01:23:00 PST,+142921+0j,+1.54339e+06+837051j
2013-08-28 01:24:00 PST,+142921+0j,+1.54955e+06+839313j
2013-08-28 01:25:00 PST,+142921+0j,+1.55254e+06+840174j
2013-08-28 01:26:00 PST,+142916+0j,+1.5448e+06+837436j
2013-08-28 01:27:00 PST,+142916+0j,+1.53796e+06+835473j
2013-08-28 01:28:00 PST,+142916+0j,+1.53423e+06+834910j
2013-08-28 01:29:00 PST,+142916+0j,+1.52738e+06+832941j
2013-08-28 01:30:00 PST,+142916+0j,+1.51559e+06+828760j
2013-08-28 01:31:00 PST,+142900+0j,+1.51407e+06+828276j
2013-08-28 01:32:00 PST,+142900+0j,+1.51959e+06+830668j
2013-08-28 01:33:00 PST,+142900+0j,+1.5202e+06+830840j
2013-08-28 01:34:00 PST,+142900+0j,+1.51588e+06+828791j
2013-08-28 01:35:00 PST,+142900+0j,+1.51648e+06+828964j
2013-08-28 01:36:00 PST,+142907+0j,+1.52392e+06+831927j
2013-08-28 01:37:00 PST,+142907+0j,+1.52698e+06+832803j
2013-08-28 01:38:00 PST,+142907+0j,+1.52506e+06+831439j
2013-08-28 01:39:00 PST,+142907+0j,+1.52811e+06+832312j
2013-08-28 01:40:00 PST,+142907+0j,+1.53616e+06+835430j
2013-08-28 01:41:00 PST,+142901+0j,+1.5357e+06+835278j
2013-08-28 01:42:00 PST,+142901+0j,+1.53091e+06+833407j
2013-08-28 01:43:00 PST,+142901+0j,+1.52924e+06+832928j
2013-08-28 01:44:00 PST,+142901+0j,+1.53067e+06+833839j
2013-08-28 01:45:00 PST,+142901+0j,+1.52899e+06+833357j
2013-08-28 01:46:00 PST,+142896+0j,+1.52337e+06+831231j
2013-08-28 01:47:00 PST,+142896+0j,+1.52059e+06+830435j
2013-08-28 01:48:00 PST,+142896+0j,+1.52087e+06+831019j
2013-08-28 01:49:00 PST,+142896+0j,+1.51623e+06+829379j
2013-08-28 01:50:00 PST,+142896+0j,+1.5104e+06+827212j
2013-08-28 01:51:00 PST,+142903+0j,+1.51296e+06+828281j
2013-08-28 01:52:00 PST,+142903+0j,+1.51809e+06+830248j
2013-08-28 01:53:00 PST,+142903+0j,+1.51832e+06+830000j
2013-08-28 01:54:00 PST,+142903+0j,+1.51733e+06+829216j
2013-08-28 01:55:00 PST,+142903+0j,+1.52127e+06+830657j
2013-08-28 01:56:00 PST,+142903+0j,+1.52391e+06+831912j
2013-08-28 01:57:00 PST,+142903+0j,+1.52043e+06+830603j
2013-08-28 01:58:00 PST,+142903+0j,+1.51576e+06+828766j
2013-08-28 01:59:00 PST,+142903+0j,+1.516e+06+829151j
2013-08-28 02:00:00 PST,+142903+0j,+1.51745e+06+830063j
2013-08-28 02:01:00 PST,+142899+0j,+1.51727e+06+829685j
2013-08-28 02:02:00 PST,+142899+0j,+1.51762e+06+829285j
2013-08-28 02:03:00 PST,+142899+0j,+1.5229e+06+831109j
2013-08-28 02:04:00 PST,+142899+0j,+1.52941e+06+833471j
2013-08-28 02:05:00 PST,+142899+0j,+1.53284e+06+834455j
2013-08-28 02:06:00 PST,+142892+0j,+1.52665e+06+832156j
2013-08-28 02:07:00 PST,+142892+0j,+1.52028e+06+830330j
2013-08-28 02:08:00 PST,+142892+0j,+1.51696e+06+829886j
2013-08-28 02:09:00 PST,+142892+0j,+1.51057e+06+828054j
2013-08-28 02:10:00 PST,+142892+0j,+1.49933e+06+824037j
2013-08-28 02:11:00 PST,+142903+0j,+1.50011e+06+824299j
2013-08-28 02:12:00 PST,+142903+0j,+1.50951e+06+827797j
2013-08-28 02:13:00 PST,+142903+0j,+1.51408e+06+829103j
2013-08-28 02:14:00 PST,+142903+0j,+1.51372e+06+828185j
2013-08-28 02:15:00 PST,+142903+0j,+1.51826e+06+829487j
2013-08-28 02:16:00 PST,+142863+0j,+1.52259e+06+831403j
2013-08-28 02:17:00 PST,+142863+0j,+1.5199e+06+830631j
2013-08-28 02:18:00 PST,+142863+0j,+1.51415e+06+828489j
2013-08-28 02:19:00 PST,+142863+0j,+1.51147e+06+827722j
2013-08-28 02:20:00 PST,+142863+0j,+1.51182e+06+828325j
2013-08-28 02:21:00 PST,+142865+0j,+1.51205e+06+828395j
2013-08-28 02:22:00 PST,+142865+0j,+1.50922e+06+826772j
2013-08-28 02:23:00 PST,+142865+0j,+1.51126e+06+827358j
2013-08-28 02:24:00 PST,+142865+0j,+1.51822e+06+830159j
2013-08-28 02:25:00 PST,+142865+0j,+1.52028e+06+830748j
2013-08-28 02:26:00 PST,+142860+0j,+1.51567e+06+828914j
2013-08-28 02:27:00 PST,+142860+0j,+1.51182e+06+827811j
2013-08-28 02:28:00 PST,+142860+0j,+1.511e+06+828080j
2013-08-28 02:29:00 PST,+142860+0j,+1.50714e+06+826973j
2013-08-28 02:30:00 PST,+142860+0j,+1.49844e+06+823679j
2013-08-28 02:31:00 PST,+142888+0j,+1.49987e+06+824178j
2013-08-28 02:32:00 PST,+142888+0j,+1.50921e+06+827659j
2013-08-28 02:33:00 PST,+142888+0j,+1.51371e+06+828947j
2013-08-28 02:34:00 PST,+142888+0j,+1.5133e+06+828013j
2013-08-28 02:35:00 PST,+142888+0j,+1.51777e+06+829295j
2013-08-28 02:36:00 PST,+142883+0j,+1.52314e+06+831626j
2013-08-28 02:37:00 PST,+142883+0j,+1.52059e+06+830894j
2013-08-28 02:38:00 PST,+142883+0j,+1.51498e+06+828793j
2013-08-28 02:39:00 PST,+142883+0j,+1.51059e+06+827226j
2013-08-28 02:40:00 PST,+142883+0j,+1.5111e+06+827872j
2013-08-28 02:41:00 PST,+142886+0j,+1.51179e+06+828391j
2013-08-28 02:42:00 PST,+142886+0j,+1.50865e+06+826993j
2013-08-28 02:43:00 PST,+142886+0j,+1.50671e+06+826125j
2013-08-28 02:44:00 PST,+142886+0j,+1.50964e+06+827463j
2013-08-28 02:45:00 PST,+142886+0j,+1.51137e+06+828270j
2013-08-28 02:46:00 PST,+142874+0j,+1.50615e+06+826240j
2013-08-28 02:47:00 PST,+142874+0j,+1.50074e+06+824382j
2013-08-28 02:48:00 PST,+142874+0j,+1.50017e+06+824720j
2013-08-28 02:49:00 PST,+142874+0j,+1.49839e+06+824524j
2013-08-28 02:50:00 PST,+142874+0j,+1.49181e+06+822147j
2013-08-28 02:51:00 PST,+142880+0j,+1.48842e+06+820890j
2013-08-28 02:52:00 PST,+142880+0j,+1.49141e+06+822242j
2013-08-28 02:53:00 PST,+142880+0j,+1.49322e+06+823070j
2013-08-28 02:54:00 PST,+142880+0j,+1.49025e+06+821723j
2013-08-28 02:55:00 PST,+142880+0j,+1.48845e+06+820899j
2013-08-28 02:56:00 PST,+142885+0j,+1.49391e+06+822971j
2013-08-28 02:57:00 PST,+142885+0j,+1.50045e+06+825146j
2013-08-28 02:58:00 PST,+142885+0j,+1.50216e+06+825134j
2013-08-28 02:59:00 PST,+142885+0j,+1.50503e+06+825640j
2013-08-28 03:00:00 PST,+142885+0j,+1.51277e+06+828354j
2013-08-28 03:01:00 PST,+142886+0j,+1.51513e+06+829344j
2013-08-28 03:02:00 PST,+142886+0j,+1.50832e+06+826896j
2013-08-28 03:03:00 PST,+142886+0j,+1.50272e+06+824986j
2013-08-28 03:04:00 PST,+142886+0j,+1.50197e+06+825274j
2013-08-28 03:05:00 PST,+142886+0j,+1.50002e+06+825028j
2013-08-28 03:06:00 PST,+142888+0j,+1.49682e+06+823620j
2013-08-28 03:07:00 PST,+142888+0j,+1.49851e+06+823792j
2013-08-28 03:08:00 PST,+142888+0j,+1.50504e+06+826158j
2013-08-28 03:09:00 PST,+142888+0j,+1.5104e+06+828000j
2013-08-28 03:10:00 PST,+142888+0j,+1.51089e+06+827638j
2013-08-28 03:11:00 PST,+142884+0j,+1.51029e+06+827143j
2013-08-28 03:12:00 PST,+142884+0j,+1.51218e+06+828183j
2013-08-28 03:13:00 PST,+142884+0j,+1.51286e+06+828690j
2013-08-28 03:14:00 PST,+142884+0j,+1.50866e+06+826988j
2013-08-28 03:15:00 PST,+142884+0j,+1.50566e+06+825820j
2013-08-28 03:16:00 PST,+142896+0j,+1.5088e+06+827255j
2013-08-28 03:17:00 PST,+142896+0j,+1.51182e+06+828431j
2013-08-28 03:18:00 PST,+142896+0j,+1.50997e+06+827401j
2013-08-28 03:19:00 PST,+142896+0j,+1.50931e+06+826901j
2013-08-28 03:20:00 PST,+142896+0j,+1.51354e+06+828611j
2013-08-28 03:21:00 PST,+142896+0j,+1.51658e+06+829792j
2013-08-28 03:22:00 PST,+142896+0j,+1.51472e+06+828759j
2013-08-28 03:23:00 PST,+142896+0j,+1.51405e+06+828255j
2013-08-28 03:24:00 PST,+142896+0j,+1.51831e+06+829972j
2013-08-28 03:25:00 PST,+142896+0j,+1.52136e+06+831157j
2013-08-28 03:26:00 PST,+142891+0j,+1.51688e+06+829361j
2013-08-28 03:27:00 PST,+142891+0j,+1.51036e+06+827184j
2013-08-28 03:28:00 PST,+142891+0j,+1.50872e+06+827219j
2013-08-28 03:29:00 PST,+142891+0j,+1.50587e+06+826715j
2013-08-28 03:30:00 PST,+142891+0j,+1.49817e+06+824017j
2013-08-28 03:31:00 PST,+142891+0j,+1.4946e+06+822687j
2013-08-28 03:32:00 PST,+142891+0j,+1.49997e+06+824719j
2013-08-28 03:33:00 PST,+142891+0j,+1.50416e+06+826228j
2013-08-28 03:34:00 PST,+142891+0j,+1.50352e+06+825543j
2013-08-28 03:35:00 PST,+142891+0j,+1.50405e+06+825382j
2013-08-28 03:36:00 PST,+142893+0j,+1.50712e+06+826767j
2013-08-28 03:37:00 PST,+142893+0j,+1.50545e+06+826601j
2013-08-28 03:38:00 PST,+142893+0j,+1.49894e+06+824242j
2013-08-28 03:39:00 PST,+142893+0j,+1.49363e+06+822414j
2013-08-28 03:40:00 PST,+142893+0j,+1.49312e+06+822771j
2013-08-28 03:41:00 PST,+142898+0j,+1.49377e+06+823287j
2013-08-28 03:42:00 PST,+142898+0j,+1.49316e+06+822610j
2013-08-28 03:43:00 PST,+142898+0j,+1.4937e+06+822453j
2013-08-28 03:44:00 PST,+142898+0j,+1.49906e+06+824483j
2013-08-28 03:45:00 PST,+142898+0j,+1.50324e+06+825988j
2013-08-28 03:46:00 PST,+142892+0j,+1.50293e+06+825377j
2013-08-28 03:47:00 PST,+142892+0j,+1.50462e+06+825547j
2013-08-28 03:48:00 PST,+142892+0j,+1.51118e+06+827923j
2013-08-28 03:49:00 PST,+142892+0j,+1.51657e+06+829774j
2013-08-28 03:50:00 PST,+142892+0j,+1.51704e+06+829409j
2013-08-28 03:51:00 PST,+142881+0j,+1.51688e+06+829015j
2013-08-28 03:52:00 PST,+142881+0j,+1.51889e+06+830092j
2013-08-28 03:53:00 PST,+142881+0j,+1.51969e+06+830631j
2013-08-28 03:54:00 PST,+142881+0j,+1.51557e+06+828952j
2013-08-28 03:55:00 PST,+142881+0j,+1.51451e+06+828649j
2013-08-28 03:56:00 PST,+142881+0j,+1.51753e+06+830015j
2013-08-28 03:57:00 PST,+142881+0j,+1.51949e+06+830574j
2013-08-28 03:58:00 PST,+142881+0j,+1.5165e+06+828906j
2013-08-28 03:59:00 PST,+142881+0j,+1.51844e+06+829463j
2013-08-28 04:00:00 PST,+142881+0j,+1.52533e+06+832246j
2013-08-28 04:01:00 PST,+142900+0j,+1.52698e+06+832779j
2013-08-28 04:02:00 PST,+142900+0j,+1.52394e+06+831412j
2013-08-28 04:03:00 PST,+142900+0j,+1.524e+06+831429j
2013-08-28 04:04:00 PST,+142900+0j,+1.52715e+06+832829j
2013-08-28 04:05:00 PST,+142900+0j,+1.5272e+06+832845j
2013-08-28 04:06:00 PST,+142895+0j,+1.52221e+06+830584j
2013-08-28 04:07:00 PST,+142895+0j,+1.52228e+06+830604j
2013-08-28 04:08:00 PST,+142895+0j,+1.5273e+06+832856j
2013-08-28 04:09:00 PST,+142895+0j,+1.52737e+06+832874j
2013-08-28 04:10:00 PST,+142895+0j,+1.52248e+06+830659j
2013-08-28 04:11:00 PST,+142894+0j,+1.52179e+06+830463j
2013-08-28 04:12:00 PST,+142894+0j,+1.52436e+06+832012j
2013-08-28 04:13:00 PST,+142894+0j,+1.52198e+06+831327j
2013-08-28 04:14:00 PST,+142894+0j,+1.51467e+06+828426j
2013-08-28 04:15:00 PST,+142894+0j,+1.51229e+06+827746j
2013-08-28 04:16:00 PST,+142915+0j,+1.51483e+06+829353j
2013-08-28 04:17:00 PST,+142915+0j,+1.51134e+06+828352j
2013-08-28 04:18:00 PST,+142915+0j,+1.50299e+06+825158j
2013-08-28 04:19:00 PST,+142915+0j,+1.49952e+06+824166j
2013-08-28 04:20:00 PST,+142915+0j,+1.50086e+06+825364j
2013-08-28 04:21:00 PST,+142923+0j,+1.50066e+06+825331j
2013-08-28 04:22:00 PST,+142923+0j,+1.50378e+06+825409j
2013-08-28 04:23:00 PST,+142923+0j,+1.51171e+06+827680j
2013-08-28 04:24:00 PST,+142923+0j,+1.52459e+06+832171j
2013-08-28 04:25:00 PST,+142923+0j,+1.53256e+06+834456j
2013-08-28 04:26:00 PST,+142909+0j,+1.53271e+06+833635j
2013-08-28 04:27:00 PST,+142909+0j,+1.53088e+06+833110j
2013-08-28 04:28:00 PST,+142909+0j,+1.53404e+06+834831j
2013-08-28 04:29:00 PST,+142909+0j,+1.5322e+06+834300j
2013-08-28 04:30:00 PST,+142909+0j,+1.52538e+06+831535j
2013-08-28 04:31:00 PST,+142922+0j,+1.52461e+06+831360j
2013-08-28 04:32:00 PST,+142922+0j,+1.53118e+06+834056j
2013-08-28 04:33:00 PST,+142922+0j,+1.53278e+06+834513j
2013-08-28 04:34:00 PST,+142922+0j,+1.52938e+06+832724j
2013-08-28 04:35:00 PST,+142922+0j,+1.53096e+06+833181j
2013-08-28 04:36:00 PST,+142923+0j,+1.53668e+06+835633j
2013-08-28 04:37:00 PST,+142923+0j,+1.53442e+06+834982j
2013-08-28 04:38:00 PST,+142923+0j,+1.52716e+06+832093j
2013-08-28 04:39:00 PST,+142923+0j,+1.52491e+06+831448j
2013-08-28 04:40:00 PST,+142923+0j,+1.52762e+06+833039j
2013-08-28 04:41:00 PST,+142924+0j,+1.52502e+06+832296j
2013-08-28 04:42:00 PST,+142924+0j,+1.51622e+06+828968j
2013-08-28 04:43:00 PST,+142924+0j,+1.51237e+06+827867j
2013-08-28 04:44:00 PST,+142924+0j,+1.51341e+06+828979j
2013-08-28 04:45:00 PST,+142924+0j,+1.50954e+06+827869j
2013-08-28 04:46:00 PST,+142981+0j,+1.50377e+06+825599j
2013-08-28 04:47:00 PST,+142981+0j,+1.50985e+06+827340j
2013-08-28 04:48:00 PST,+142981+0j,+1.52086e+06+831295j
2013-08-28 04:49:00 PST,+142981+0j,+1.52696e+06+833045j
2013-08-28 04:50:00 PST,+142981+0j,+1.52809e+06+832546j
2013-08-28 04:51:00 PST,+142973+0j,+1.53365e+06+834120j
2013-08-28 04:52:00 PST,+142973+0j,+1.54286e+06+837566j
2013-08-28 04:53:00 PST,+142973+0j,+1.54704e+06+838766j
2013-08-28 04:54:00 PST,+142973+0j,+1.54613e+06+837687j
2013-08-28 04:55:00 PST,+142973+0j,+1.55028e+06+838883j
2013-08-28 04:56:00 PST,+142960+0j,+1.55833e+06+841962j
2013-08-28 04:57:00 PST,+142960+0j,+1.55667e+06+841483j
2013-08-28 04:58:00 PST,+142960+0j,+1.5499e+06+838726j
2013-08-28 04:59:00 PST,+142960+0j,+1.54825e+06+838253j
2013-08-28 05:00:00 PST,+142960+0j,+1.55168e+06+840056j
2013-08-28 05:01:00 PST,+142987+0j,+1.54995e+06+839641j
2013-08-28 05:02:00 PST,+142987+0j,+1.54002e+06+835982j
2013-08-28 05:03:00 PST,+142987+0j,+1.53516e+06+834590j
2013-08-28 05:04:00 PST,+142987+0j,+1.53531e+06+835450j
2013-08-28 05:05:00 PST,+142987+0j,+1.53043e+06+834048j
2013-08-28 05:06:00 PST,+142994+0j,+1.5222e+06+830906j
2013-08-28 05:07:00 PST,+142994+0j,+1.52739e+06+832394j
2013-08-28 05:08:00 PST,+142994+0j,+1.53759e+06+836126j
2013-08-28 05:09:00 PST,+142994+0j,+1.54281e+06+837622j
2013-08-28 05:10:00 PST,+142994+0j,+1.54295e+06+836844j
2013-08-28 05:11:00 PST,+142989+0j,+1.54713e+06+838031j
2013-08-28 05:12:00 PST,+142989+0j,+1.55066e+06+839854j
2013-08-28 05:13:00 PST,+142989+0j,+1.54909e+06+839402j
2013-08-28 05:14:00 PST,+142989+0j,+1.54246e+06+836686j
2013-08-28 05:15:00 PST,+142989+0j,+1.5409e+06+836239j
2013-08-28 05:16:00 PST,+143031+0j,+1.54537e+06+838473j
2013-08-28 05:17:00 PST,+143031+0j,+1.54616e+06+838700j
2013-08-28 05:18:00 PST,+143031+0j,+1.54189e+06+836660j
2013-08-28 05:19:00 PST,+143031+0j,+1.54268e+06+836888j
2013-08-28 05:20:00 PST,+143031+0j,+1.54854e+06+839384j
2013-08-28 05:21:00 PST,+143029+0j,+1.54961e+06+839682j
2013-08-28 05:22:00 PST,+143029+0j,+1.54807e+06+838425j
2013-08-28 05:23:00 PST,+143029+0j,+1.55161e+06+839445j
2013-08-28 05:24:00 PST,+143029+0j,+1.56029e+06+842747j
2013-08-28 05:25:00 PST,+143029+0j,+1.56385e+06+843771j
2013-08-28 05:26:00 PST,+143018+0j,+1.56192e+06+842362j
2013-08-28 05:27:00 PST,+143018+0j,+1.56395e+06+842949j
2013-08-28 05:28:00 PST,+143018+0j,+1.57118e+06+845841j
2013-08-28 05:29:00 PST,+143018+0j,+1.57323e+06+846430j
2013-08-28 05:30:00 PST,+143018+0j,+1.57006e+06+844701j
2013-08-28 05:31:00 PST,+143056+0j,+1.57279e+06+845605j
2013-08-28 05:32:00 PST,+143056+0j,+1.58064e+06+848684j
2013-08-28 05:33:00 PST,+143056+0j,+1.58327e+06+849441j
2013-08-28 05:34:00 PST,+143056+0j,+1.58063e+06+847862j
2013-08-28 05:35:00 PST,+143056+0j,+1.58325e+06+848618j
2013-08-28 05:36:00 PST,+143049+0j,+1.59034e+06+851452j
2013-08-28 05:37:00 PST,+143049+0j,+1.58211e+06+849078j
2013-08-28 05:38:00 PST,+143049+0j,+1.56868e+06+844404j
2013-08-28 05:39:00 PST,+143049+0j,+1.56049e+06+842050j
2013-08-28 05:40:00 PST,+143049+0j,+1.55742e+06+841990j
2013-08-28 05:41:00 PST,+143058+0j,+1.55e+06+839885j
2013-08-28 05:42:00 PST,+143058+0j,+1.5492e+06+838847j
2013-08-28 05:43:00 PST,+143058+0j,+1.55349e+06+840080j
2013-08-28 05:44:00 PST,+143058+0j,+1.56292e+06+843601j
2013-08-28 05:45:00 PST,+143058+0j,+1.56723e+06+844840j
2013-08-28 05:46:00 PST,+143180+0j,+1.56829e+06+844718j
2013-08-28 05:47:00 PST,+143180+0j,+1.56986e+06+845170j
2013-08-28 05:48:00 PST,+143180+0j,+1.57664e+06+847937j
2013-08-28 05:49:00 PST,+143180+0j,+1.57822e+06+848389j
2013-08-28 05:50:00 PST,+143180+0j,+1.57456e+06+846519j
2013-08-28 05:51:00 PST,+143170+0j,+1.57603e+06+846915j
2013-08-28 05:52:00 PST,+143170+0j,+1.58551e+06+850457j
2013-08-28 05:53:00 PST,+143170+0j,+1.58974e+06+851677j
2013-08-28 05:54:00 PST,+143170+0j,+1.58867e+06+850545j
2013-08-28 05:55:00 PST,+143170+0j,+1.59288e+06+851761j
2013-08-28 05:56:00 PST,+143161+0j,+1.60226e+06+855249j
2013-08-28 05:57:00 PST,+143161+0j,+1.60552e+06+856189j
2013-08-28 05:58:00 PST,+143161+0j,+1.60339e+06+854752j
2013-08-28 05:59:00 PST,+143161+0j,+1.60662e+06+855690j
2013-08-28 06:00:00 PST,+143161+0j,+1.61529e+06+859006j
2013-08-28 06:01:00 PST,+143234+0j,+1.61984e+06+860547j
2013-08-28 06:02:00 PST,+143234+0j,+1.61939e+06+859602j
2013-08-28 06:03:00 PST,+143234+0j,+1.62439e+06+861053j
2013-08-28 06:04:00 PST,+143234+0j,+1.63493e+06+864914j
2013-08-28 06:05:00 PST,+143234+0j,+1.63997e+06+866372j
2013-08-28 06:06:00 PST,+143218+0j,+1.63913e+06+865252j
2013-08-28 06:07:00 PST,+143218+0j,+1.63971e+06+865425j
2013-08-28 06:08:00 PST,+143218+0j,+1.64581e+06+868009j
2013-08-28 06:09:00 PST,+143218+0j,+1.64632e+06+868155j
2013-08-28 06:10:00 PST,+143218+0j,+1.64124e+06+865864j
2013-08-28 06:11:00 PST,+143211+0j,+1.64162e+06+865954j
2013-08-28 06:12:00 PST,+143211+0j,+1.65066e+06+869391j
2013-08-28 06:13:00 PST,+143211+0j,+1.6542e+06+870417j
2013-08-28 06:14:00 PST,+143211+0j,+1.65209e+06+868980j
2013-08-28 06:15:00 PST,+143211+0j,+1.6556e+06+870004j
2013-08-28 06:16:00 PST,+143283+0j,+1.66613e+06+874107j
2013-08-28 06:17:00 PST,+143283+0j,+1.66783e+06+874598j
2013-08-28 06:18:00 PST,+143283+0j,+1.66372e+06+872583j
2013-08-28 06:19:00 PST,+143283+0j,+1.66532e+06+873050j
2013-08-28 06:20:00 PST,+143283+0j,+1.67265e+06+875997j
2013-08-28 06:21:00 PST,+143274+0j,+1.6741e+06+876389j
